# Eribend, Kobolds & O Baile de Blackfair  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| Durante o descanso após o ritual, Thoren (mestre de Sage, Mal Elemental) ataca com lacaios.<br>- Thoren rouba a caixa com as três pedras mágicas.<br>- Quase conseguem derrotá-lo, mas ele escapa, recuperam apenas uma pedra.<br>- Descobrem missão de Thoren: dominar pântano, gruta, vingar-se de Baltigard.<br>- Perseguem os lacaios e recuperam as pedras restantes. |
| **NPCs:** Thoren, alienígenas, cultistas, agente infiltrado, criaturas illithid                                                                                                                                                                                                                                                                                            |
| **Loot:** Fragmentos das pedras, armas alienígenas, informação sobre rituais                                                                                                                                                                                                                                                                                               |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                       |
| **Ficheiros de origem:** s08_nave_illithid_e_entrega_de_thoren_pontos.md, s08_roubo_e_perseguicao_das_pedras_pontos.md                                                                                                                                                                                                                                                     |


















<!-- ==== s08!!!!roubo_e_perseguicao_das_pedras_ready.md ==== -->

# Trilogia das Três Pedras & Intriga em Mirens Hallow (Ready to Play)

## Cena 1: Pântano, Bullywugs e Missão
- Grupo explora pântano, encontra Baltigard e Cocas (bullywug).
- Acolhidos na aldeia Bullywug (chefe Mestre Yoda); ataque de basilisco jovem.
- Missão: caçar o basilisco progenitor, receber orientação e suprimentos.

## Cena 2: Ruínas e Descoberta das Pedras
- Ruínas: encontram duas pedras mágicas; pintura rupestre mostra nave alienígena a entregar três pedras a três pessoas.
- Ganchos de mistério e preságio.

## Cena 3: O Terceiro Templo e Ritual
- Chegada ao templo, boss fight contra o basilisco progenitor.
- Vitória: recuperam terceira pedra.
- Ritual: colocam três pedras numa caixa sobre o altar; feixe de luz ascende ao céu (evento mágico visível).

## Cena 4: Roubo e Perseguição
- Durante descanso, Thoren (mestre de Sage, Mal Elemental) e lacaios roubam a caixa das pedras.
- Combate tenso, Thoren escapa, grupo persegue e recupera parte das pedras.

## Cena 5: Nave Alienígena & Resolução
- Grupo é abduzido por nave Illithid (alien/Mind Flayer).
- Na nave, Bok reconhece símbolo ligado ao taberneiro.
- Convencem alien a capturar Thoren, que é levado para experiências.
- Grupo regressa à gruta; lacaios rendem-se ao impacto da descida da nave.

#




















<!-- ==== s08_as_tres_pedras_e_o_ritual.txt ==== -->

# As Três Pedras e o Ritual  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                     | English                                                                                                                                                                                                                                                                                                                |
| --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - PCs reúnem-se para decidir o destino das três pedras mágicas recuperadas.<br>- Debate sobre rituais: destruir, guardar ou usar as pedras.<br>- Realização de ritual no templo antigo: uso das três pedras.<br>- Efeito: feixe de luz ascende aos céus, magia poderosa liberada.<br>- Presságios de mudanças, gancho para futuros arcos.<br> | - PCs gather to decide the fate of the three recovered magic stones.<br>- Debate on rituals: destroy, keep, or use the stones.<br>- Ritual performed in ancient temple using the three stones.<br>- Effect: a beam of light rises to the sky, powerful magic released.<br>- Omens of change, hook for future arcs.<br> |
| **NPCs:** Baltigard, sacerdotisa rival, elemental guardião                                                                                                                                                                                                                                                                                    | **NPCs:** Baltigard, rival priestess, elemental guardian                                                                                                                                                                                                                                                               |
| **Loot:** Consequências mágicas, reconhecimento local                                                                                                                                                                                                                                                                                         | **Loot:** Magical consequences, local recognition                                                                                                                                                                                                                                                                      |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                          | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                   |
| **Ficheiros de origem:** s08_as_tres_pedras_e_o_ritual_pontos.md                                                                                                                                                                                                                                                                              | **Source files:** s08_as_tres_pedras_e_o_ritual_pontos.md                                                                                                                                                                                                                                                              |




















<!-- ==== s08_as_tres_pedras_e_o_ritual_ready.md ==== -->

# As Três Pedras e o Ritual  Ready to Play

| Português                                                                                                                                                                                                                                                                                                                                                                                             | English                                                                                                                                                                                                                                                                                                                                                                                 |
| ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| **Introdução:** PCs reúnem as três pedras mágicas, debatem seu uso.<br><br>**Cena 1: Discussão**<br>- Decidem destino das pedras: destruir, guardar, usar.<br><br>**Cena 2: Ritual no templo**<br>- Ritual antigo com as três pedras.<br>- Feixe de luz ascende ao céu.<br>- Consequências mágicas e presságios.<br><br>**Encerramento:**<br>- Mundo sente o impacto, NPCs reagem, gancho aberto.<br> | **Introduction:** PCs gather the three magic stones, debate their use.<br><br>**Scene 1: Discussion**<br>- Decide stones fate: destroy, keep, use.<br><br>**Scene 2: Temple Ritual**<br>- Ancient ritual with the three stones.<br>- Light beam shoots to the sky.<br>- Magical consequences and omens.<br><br>**Conclusion:**<br>- World feels the impact, NPCs react, open hook.<br> |
| **NPCs:** Baltigard, sacerdotisa rival, elemental guardião                                                                                                                                                                                                                                                                                                                                            | **NPCs:** Baltigard, rival priestess, elemental guardian                                                                                                                                                                                                                                                                                                                                |
| **Loot:** Consequências mágicas, reconhecimento local                                                                                                                                                                                                                                                                                                                                                 | **Loot:** Magical consequences, local recognition                                                                                                                                                                                                                                                                                                                                       |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                  | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                    |
| **Ficheiros de origem:** s08_as_tres_pedras_e_o_ritual_ready.md                                                                                                                                                                                                                                                                                                                                       | **Source files:** s08_as_tres_pedras_e_o_ritual_ready.md                                                                                                                                                                                                                                                                                                                                |




















<!-- ==== s08_as_tres_pedras_e_o_ritual_summary.md ==== -->


# As Três Pedras, o Ritual e o Roubo / The Three Stones, the Ritual and the Theft

| Português | English |
|-----------|---------|
| **Descrição:** O grupo, de posse das três pedras mágicas, debate o seu destino e realiza um ritual no templo antigo, libertando energia mágica para o mundo — um ponto de viragem pressentido por todos. Durante o descanso após o ritual, Thoren, mestre de Sage e agente do Mal Elemental, ataca o grupo com lacaios e rouba a caixa das três pedras. Inicia-se uma perseguição tensa: o grupo quase derrota Thoren, recupera parte das pedras e descobre a missão de domínio do pântano e vingança contra Baltigard. O confronto força a party a agir em várias frentes para evitar que as pedras sejam usadas pelo inimigo. | **Description:** The group, with the three magic stones in hand, debates their fate and performs a ritual in the ancient temple, releasing magical energy into the world — a turning point sensed by all. During the rest period after the ritual, Thoren, Sage's master and an agent of Elemental Evil, attacks the group with lackeys and steals the box of the three stones. A tense pursuit follows: the group nearly defeats Thoren, recovers part of the stones, and discovers the enemy's mission of swamp domination and vengeance against Baltigard. The confrontation forces the party to act on several fronts to prevent the stones from being used by the enemy. |
| **PCs:** Bok, Varus, Sage, Baltigard, outros [por confirmar] | **PCs:** Bok, Varus, Sage, Baltigard, others [to confirm] |
| **NPCs:** Baltigard, sacerdotisa rival, elemental guardião, Thoren, lacaios do Mal Elemental | **NPCs:** Baltigard, rival priestess, elemental guardian, Thoren, Elemental Evil lackeys |
| **Loot:** Consequências mágicas, reconhecimento local, parte das pedras recuperadas, informação sobre a missão inimiga | **Loot:** Magical consequences, local recognition, part of the stones recovered, information about the enemy mission |
| **Data:** 2025-02-27 | **Date:** 2025-02-27 |
| **Ficheiros de origem:** s08_as_tres_pedras_e_o_ritual_resumo.md | **Source files:** s08_as_tres_pedras_e_o_ritual_resumo.md |


<!-- ==== s08_bullywugs_e_basilisco.txt ==== -->

# Bullywugs e o Basilisco  Bullet Points

| Português                                                                                                                                                                                                                                                                                                   | English                                                                                                                                                                                                                                                                   |
| ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - PCs regressam à aldeia dos bullywugs, acolhidos por Mestre Yoda.<br>- Descrevem os perigos enfrentados, avisam sobre consequências do ritual.<br>- Bullywugs planeiam festa de agradecimento.<br>- Encontro com Cocas, amigo bullywug de Conan.<br>- A aldeia prepara-se para mudanças após o ritual.<br> | - PCs return to the bullywug village, welcomed by Mestre Yoda.<br>- Describe dangers faced, warn about ritual consequences.<br>- Bullywugs plan a thank-you celebration.<br>- Meet Cocas, Conans bullywug friend.<br>- Village prepares for changes after the ritual.<br> |
| **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, villagers bullywug                                                                                                                                                                                                                                      | **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, bullywug villagers                                                                                                                                                                                                    |
| **Loot:** Gratidão dos bullywugs, possíveis recompensas tribais                                                                                                                                                                                                                                             | **Loot:** Gratitude of the bullywugs, possible tribal rewards                                                                                                                                                                                                             |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                        | **Date:** 2025-02-27                                                                                                                                                                                                                                                      |
| **Ficheiros de origem:** s08_bullywugs_e_basilisco_pontos.md                                                                                                                                                                                                                                                | **Source files:** s08_bullywugs_e_basilisco_pontos.md                                                                                                                                                                                                                     |





















<!-- ==== s08_bullywugs_e_basilisco_ready.md ==== -->

# Bullywugs e o Basilisco  Ready to Play

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                | English                                                                                                                                                                                                                                                                                                                                                                                                      |
| ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |
| **Introdução:** PCs retornam à aldeia dos bullywugs após o ritual das pedras.<br><br>**Cena 1: Festa e Reconhecimento**<br>- Recepção calorosa, relatos das aventuras.<br>- Discussão sobre novas ameaças e possíveis alianças.<br><br>**Cena 2: Cocas e o Passado**<br>- Cocas compartilha histórias, ligações com Conan.<br><br>**Encerramento:**<br>- Celebração, distribuição de recompensas e preparação para mudanças futuras.<br> | **Introduction:** PCs return to the bullywug village after the stone ritual.<br><br>**Scene 1: Celebration and Recognition**<br>- Warm reception, recounting adventures.<br>- Discussion of new threats and possible alliances.<br><br>**Scene 2: Cocas and the Past**<br>- Cocas shares stories, ties with Conan.<br><br>**Conclusion:**<br>- Celebration, rewards, and preparation for future changes.<br> |
| **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, villagers bullywug                                                                                                                                                                                                                                                                                                                                                                   | **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, bullywug villagers                                                                                                                                                                                                                                                                                                                                       |
| **Loot:** Gratidão dos bullywugs, possíveis recompensas tribais                                                                                                                                                                                                                                                                                                                                                                          | **Loot:** Gratitude of the bullywugs, possible tribal rewards                                                                                                                                                                                                                                                                                                                                                |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                                                     | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                         |
| **Ficheiros de origem:** s08_bullywugs_e_basilisco_ready.md                                                                                                                                                                                                                                                                                                                                                                              | **Source files:** s08_bullywugs_e_basilisco_ready.md                                                                                                                                                                                                                                                                                                                                                         |




















<!-- ==== s08_bullywugs_e_basilisco_summary.md ==== -->

# Bullywugs e o Basilisco

| Português | English |
|-----------|---------|
| **Descrição:** Os PCs são recebidos como heróis na aldeia dos bullywugs. Compartilham os perigos superados e avisam sobre as possíveis consequências do ritual. Festa tribal, reconhecimento e promessas de novas alianças e desafios para todos.<br> | **Description:** PCs are welcomed as heroes in the bullywug village. Share the dangers faced and warn about the rituals possible consequences. Tribal celebration, recognition, and promises of new alliances and challenges ahead.<br> |
| **PCs:** Bok, Varus, Sage, Baltigard, outros [por confirmar] | **PCs:** Bok, Varus, Sage, Baltigard, others [to confirm] |
| **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, villagers bullywug | **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, bullywug villagers |
| **Loot:** Gratidão dos bullywugs, possíveis recompensas tribais | **Loot:** Gratitude of the bullywugs, possible tribal rewards |
| **Data:** 2025-02-27 | **Date:** 2025-02-27 |
| **Ficheiros de origem:** s08_bullywugs_e_basilisco_resumo.md | **Source files:** s08_bullywugs_e_basilisco_resumo.md |





















<!-- ==== s08_lago_umbra_cavaleiro_sombras_.txt ==== -->

# Lago Umbra & O Cavaleiro das Sombras  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                   | English                                                                                                                                                                                                                                                                                                                |
| --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - PCs viajam ao Lago Umbra, guiados por presságios do ritual.<br>- Encontram o Cavaleiro das Sombras em duelo místico.<br>- Enfrentam provas de coragem, sombras e ilusões.<br>- Revelação sobre a ligação entre as pedras e o ciclo sombrio do lago.<br>- Cavaleiro revela profecia incompleta; oferece missão futura.<br> | - PCs travel to Lago Umbra, guided by omens from the ritual.<br>- Encounter the Shadow Knight in a mystical duel.<br>- Face trials of courage, shadows, and illusions.<br>- Revelation about the link between the stones and the lakes shadow cycle.<br>- Knight reveals incomplete prophecy; offers future quest.<br> |
| **NPCs:** Cavaleiro das Sombras, espírito do lago, anciãos [referidos]                                                                                                                                                                                                                                                      | **NPCs:** Shadow Knight, lake spirit, elders [referenced]                                                                                                                                                                                                                                                              |
| **Loot:** Missão futura, fragmento da profecia, bênção do lago                                                                                                                                                                                                                                                              | **Loot:** Future quest, prophecy fragment, lakes blessing                                                                                                                                                                                                                                                              |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                        | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                   |
| **Ficheiros de origem:** s08_lago_umbra_cavaleiro_sombras_pontos.md                                                                                                                                                                                                                                                         | **Source files:** s08_lago_umbra_cavaleiro_sombras_pontos.md                                                                                                                                                                                                                                                           |





















<!-- ==== s08_lago_umbra_cavaleiro_sombras_ready.md ==== -->

# Lago Umbra & O Cavaleiro das Sombras  Ready to Play

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                   | English                                                                                                                                                                                                                                                                                                                                                                                                                             |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| **Introdução:** PCs viajam ao Lago Umbra para desvendar as consequências do ritual.<br><br>**Cena 1: Provas e Encontro**<br>- Desafios de coragem e sabedoria; enfrentam ilusões.<br><br>**Cena 2: O Cavaleiro das Sombras**<br>- Duelo místico e revelação de fragmentos de profecia.<br>- Ligação entre as pedras, o lago e um ciclo sombrio.<br><br>**Encerramento:**<br>- Cavaleiro oferece missão futura, bênção do lago recebida.<br> | **Introduction:** PCs travel to Lago Umbra to unravel the rituals consequences.<br><br>**Scene 1: Trials and Encounter**<br>- Tests of courage and wisdom; face illusions.<br><br>**Scene 2: The Shadow Knight**<br>- Mystical duel and revelation of prophecy fragments.<br>- Connection between the stones, the lake, and a shadow cycle.<br><br>**Conclusion:**<br>- Knight offers a future quest, lakes blessing granted.<br> |
| **NPCs:** Cavaleiro das Sombras, espírito do lago, anciãos [referidos]                                                                                                                                                                                                                                                                                                                                                                      | **NPCs:** Shadow Knight, lake spirit, elders [referenced]                                                                                                                                                                                                                                                                                                                                                                           |
| **Loot:** Missão futura, fragmento da profecia, bênção do lago                                                                                                                                                                                                                                                                                                                                                                              | **Loot:** Future quest, prophecy fragment, lakes blessing                                                                                                                                                                                                                                                                                                                                                                          |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                                                        | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                                                |
| **Ficheiros de origem:** s08_lago_umbra_cavaleiro_sombras_ready.md                                                                                                                                                                                                                                                                                                                                                                          | **Source files:** s08_lago_umbra_cavaleiro_sombras_ready.md                                                                                                                                                                                                                                                                                                                                                                         |




















<!-- ==== s08_lago_umbra_cavaleiro_sombras_summary.md ==== -->

# Lago Umbra & O Cavaleiro das Sombras

| Português | English |
|-----------|---------|
| **Descrição:** No Lago Umbra, o grupo enfrenta provas e ilusões impostas pelo Cavaleiro das Sombras. Fragmentos de profecia revelam o ciclo sombrio do lago e preparam os heróis para uma missão futura ligada ao destino das pedras e do próprio mundo.<br> | **Description:** At Lago Umbra, the group faces trials and illusions set by the Shadow Knight. Prophecy fragments reveal the lakes shadow cycle and prepare the heroes for a future quest tied to the fate of the stones and the world itself.<br> |
| **PCs:** Triss, Vaunia, Grix, outros [por confirmar] | **PCs:** Triss, Vaunia, Grix, others [to confirm] |
| **NPCs:** Cavaleiro das Sombras, espírito do lago, anciãos [referidos] | **NPCs:** Shadow Knight, lake spirit, elders [referenced] |
| **Loot:** Missão futura, fragmento da profecia, bênção do lago | **Loot:** Future quest, prophecy fragment, lakes blessing |
| **Data:** 2025-02-27 | **Date:** 2025-02-27 |
| **Ficheiros de origem:** s08_lago_umbra_cavaleiro_sombras_resumo.md | **Source files:** s08_lago_umbra_cavaleiro_sombras_resumo.md |





















<!-- ==== s08_nave_illithid_e_entrega_de_thoren.txt ==== -->

# Nave Illithid e Entrega de Thoren  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                | English                                                                                                                                                                                                                                                                                                                                                                                              |
| ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - PCs investigam nave illithid caída, buscam respostas para origem das pedras.<br>- Encontro com sobreviventes: Thoren, alienígenas, cientistas, cultistas.<br>- Missão paralela: proteger/transportar Thoren até local seguro.<br>- Roubo das pedras por agente infiltrado, perseguição pela floresta.<br>- Combate tático: emboscadas, uso de poderes mentais, fuga.<br>- Recuperação parcial das pedras; novas ameaças reveladas.<br> | - PCs investigate a crashed illithid ship, seeking answers about the stones origin.<br>- Encounter survivors: Thoren, aliens, scientists, cultists.<br>- Parallel mission: protect/escort Thoren to safety.<br>- Stones stolen by an infiltrator, chase through the forest.<br>- Tactical combat: ambushes, use of mental powers, escape.<br>- Partial recovery of stones; new threats revealed.<br> |
| **NPCs:** Thoren, alienígenas, cultistas, agente infiltrado, criaturas illithid                                                                                                                                                                                                                                                                                                                                                          | **NPCs:** Thoren, aliens, cultists, infiltrator agent, illithid creatures                                                                                                                                                                                                                                                                                                                            |
| **Loot:** Fragmentos das pedras, armas alienígenas, informação sobre rituais                                                                                                                                                                                                                                                                                                                                                             | **Loot:** Stone fragments, alien weapons, ritual information                                                                                                                                                                                                                                                                                                                                         |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                                                     | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                 |
| **Ficheiros de origem:** s08_nave_illithid_e_entrega_de_thoren_pontos.md, s08_roubo_e_perseguicao_das_pedras_pontos.md                                                                                                                                                                                                                                                                                                                   | **Source files:** s08_nave_illithid_e_entrega_de_thoren_pontos.md, s08_roubo_e_perseguicao_das_pedras_pontos.md                                                                                                                                                                                                                                                                                      |




















<!-- ==== s08_nave_illithid_e_entrega_de_thoren_ready.md ==== -->

# Nave Illithid e Entrega de Thoren  Ready to Play

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| **Introdução:** PCs atraídos à nave illithid caída para investigar ligação com as pedras.<br><br>**Cena 1: Exploração da Nave**<br>- Encontram Thoren, sobreviventes, cultistas e criaturas alienígenas.<br><br>**Cena 2: Escolta de Thoren**<br>- Escolta perigosa, múltiplos encontros e decisões morais.<br><br>**Cena 3: Roubo e Perseguição**<br>- Agente infiltrado rouba pedras.<br>- Perseguição pela floresta; armadilhas e combate.<br>- Recuperação parcial das pedras.<br><br>**Encerramento:**<br>- Novos perigos, Thoren a salvo (ou não), segredos dos illithid.<br> | **Introduction:** PCs drawn to crashed illithid ship to investigate its connection to the stones.<br><br>**Scene 1: Ship Exploration**<br>- Find Thoren, survivors, cultists, and alien creatures.<br><br>**Scene 2: Thorens Escort**<br>- Dangerous escort, multiple encounters and moral choices.<br><br>**Scene 3: Theft and Chase**<br>- Infiltrator steals the stones.<br>- Chase through the forest; traps and combat.<br>- Partial recovery of the stones.<br><br>**Conclusion:**<br>- New threats, Thoren safe (or not), illithid secrets.<br> |
| **NPCs:** Thoren, alienígenas, cultistas, agente infiltrado, criaturas illithid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | **NPCs:** Thoren, aliens, cultists, infiltrator agent, illithid creatures                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| **Loot:** Fragmentos das pedras, armas alienígenas, informação sobre rituais                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | **Loot:** Stone fragments, alien weapons, ritual information                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| **Ficheiros de origem:** s08_nave_illithid_e_entrega_de_thoren_ready.md, s08_roubo_e_perseguicao_das_pedras_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Source files:** s08_nave_illithid_e_entrega_de_thoren_ready.md, s08_roubo_e_perseguicao_das_pedras_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                           |






















<!-- ==== s08_nave_illithid_e_entrega_de_thoren_summary.md ==== -->

# Nave Illithid e Entrega de Thoren

| Português | English |
|-----------|---------|
| **Descrição:** PCs investigam nave illithid, encontram Thoren e são obrigados a escoltá-lo enquanto enfrentam cultistas e ameaças alienígenas. Roubo das pedras gera perseguição e combate intenso; parte das pedras é recuperada, mas novos mistérios surgem quanto à origem das relíquias e às intenções de Thoren e dos cultistas.<br> | **Description:** PCs investigate illithid ship, find Thoren and must escort him while facing cultists and alien threats. The theft of the stones sparks a chase and intense combat; some stones are recovered, but new mysteries arise about the relics origin and Thoren/cultists intentions.<br> |
| **PCs:** Bok, Vaunia, Triss, outros [por confirmar] | **PCs:** Bok, Vaunia, Triss, others [to confirm] |
| **NPCs:** Thoren, alienígenas, cultistas, agente infiltrado, criaturas illithid | **NPCs:** Thoren, aliens, cultists, infiltrator agent, illithid creatures |
| **Loot:** Fragmentos das pedras, armas alienígenas, informação sobre rituais | **Loot:** Stone fragments, alien weapons, ritual information |
| **Data:** 2025-02-27 | **Date:** 2025-02-27 |
| **Ficheiros de origem:** s08_nave_illithid_e_entrega_de_thoren_resumo.md, s08_roubo_e_perseguicao_das_pedras_resumo.md | **Source files:** s08_nave_illithid_e_entrega_de_thoren_resumo.md, s08_roubo_e_perseguicao_das_pedras_resumo.md |




















<!-- ==== s09_entrega_para_blackfair_manor.txt ==== -->

# Entrega para Blackfair Manor  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                  | English                                                                                                                                                                                                                                                                                                                                     |
| -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Missão: escoltar carroça de bens para Blackfair Manor.<br>- Primeira emboscada: 6 goblins na estrada.<br>- Segunda emboscada: 4 goblins e 2 orcs, liderados por Gorath.<br>- Carroça: 15 HP, AC 10; dano sofrido afeta recompensa.<br>- Chegada à mansão Blackfair, receção pelo mordomo Alaric.<br>- Alaric paga recompensa proporcional e oferece futuros ganchos.<br> | - Mission: escort a cart of goods to Blackfair Manor.<br>- First ambush: 6 goblins on the road.<br>- Second ambush: 4 goblins and 2 orcs, led by Gorath.<br>- Cart: 15 HP, AC 10; damage affects final reward.<br>- Arrival at Blackfair Manor, greeted by butler Alaric.<br>- Alaric pays proportional reward and offers future hooks.<br> |
| **NPCs:** Alaric (mordomo), Gorath (chefe orc), goblins, orcs                                                                                                                                                                                                                                                                                                              | **NPCs:** Alaric (butler), Gorath (orc chief), goblins, orcs                                                                                                                                                                                                                                                                                |
| **Loot:** Recompensa proporcional, futuros ganchos de missão                                                                                                                                                                                                                                                                                                               | **Loot:** Proportional reward, future mission hooks                                                                                                                                                                                                                                                                                         |
| **Data:** 2025-03-06                                                                                                                                                                                                                                                                                                                                                       | **Date:** 2025-03-06                                                                                                                                                                                                                                                                                                                        |
| **Ficheiros de origem:** s09_entrega_para_blackfair_manor_pontos.md                                                                                                                                                                                                                                                                                                        | **Source files:** s09_entrega_para_blackfair_manor_pontos.md                                                                                                                                                                                                                                                                                |




















<!-- ==== s09_entrega_para_blackfair_manor_ready.md ==== -->

# Entrega para Blackfair Manor  Ready to Play

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |
