# Os Fungos do Bosque  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| - Kythria leva grupo ao taberneiro; missão: criar contactos comerciais em Eribend e abrir rotas para Blackfair Manor/Two Fords.<br>- Viagem até acampamento de comerciantes; conhecem Myria (anã) e Jeraldina (meio-orc).<br>- Comerciantes relatam distúrbios e ataques recentes, ambiente de desconfiança.<br>- Ouvem gritos, correm para o início do acampamento: ataque de kobolds e kobold alado (Em honra de Nerzul!).<br>- Kai reconhece um dos kobolds como Cavaleiro da Luz, tenta protegê-lo; kobold suicida-se durante interrogatório.<br>- Entre os pertences dos kobolds: bilhete sobre o baile em Blackfair Manor, referência ao regresso da Dama Sombria, medalhões com moedas de bando rival de Greyhawk.<br>- Grupo ganha pistas de conspiração/ameaça para campanhas futuras.<br> | - Kythria brings group to the innkeeper; mission: establish trade contacts in Eribend and open routes to Blackfair Manor/Two Fords.<br>- Travel to merchant camp; meet Myria (dwarf) and Jeraldina (half-orc).<br>- Merchants report disturbances and recent attacks, atmosphere of distrust.<br>- Hear screams, rush to camp entrance: kobold and winged kobold attack (In honor of Nerzul!).<br>- Kai recognizes a kobold as a Knight of Light, tries to protect him; kobold commits suicide during questioning.<br>- Among the kobolds belongings: ticket to Blackfair Manor ball, reference to return of the Dark Lady, medallions with coins from rival Greyhawk gang.<br>- Group gains clues of conspiracy/threats for future campaigns.<br> |
| **PCs:** Kai, Grix, Varus, Triss                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | **PCs:** Kai, Grix, Varus, Triss                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| **NPCs:** Kythria, Taverneiro, Myria, Jeraldina, Cavaleiro da Luz (kobold), Torzac (referência), Dama Sombria (referência)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | **NPCs:** Kythria, Innkeeper, Myria, Jeraldina, Knight of Light (kobold), Torzac (reference), Dark Lady (reference)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| **Loot:** Bilhete do baile de Blackfair Manor, medalhões/moedas de Greyhawk, pistas de conspiração                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | **Loot:** Blackfair Manor ball ticket, Greyhawk gang medallions/coins, conspiracy clues                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| **Data:** 2025-02-13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Date:** 2025-02-13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| **Ficheiros de origem:** s06_eribend_kobolds_baile_blackfair_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | **Source files:** s06_eribend_kobolds_baile_blackfair_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |




















<!-- ==== s06_grutas_pantano_bullywugs_basilisco_bullet.md ==== -->

# Grutas do Pântano: Bullywugs, Baltigard & o Basilisco  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Companhia envia grupo para explorar grutas a sul.<br>- Travessia por pântano místico; ambiente denso, fauna estranha.<br>- Encontram Baltigard (humano, conhecido de Brok) e Cocas (bullywug, amigo de infância de Conan).<br>- Bullywugs acolhem grupo; chefe Mestre Yoda relata ataque de cria de basilisco.<br>- Missão: derrotar basilisco progenitor para proteger a aldeia.<br>- Caminho passa por ruínas antigas com duas pedras mágicas e pintura rupestre de nave a entregar pedras a três pessoas.<br>- Sessão termina à porta do terceiro templo.<br> | - Company sends group to explore southern caves.<br>- Trek through a mystical swamp; dense environment, strange fauna.<br>- Meet Baltigard (human, acquaintance of Brok) and Cocas (bullywug, Conans childhood friend).<br>- Bullywugs welcome group; chief Mestre Yoda reports attack by basilisk spawn.<br>- Quest: defeat progenitor basilisk to protect village.<br>- On the way: ancient ruins with two magic stones and cave painting of a ship handing stones to three people.<br>- Session ends at the door to the third temple.<br> |
| **NPCs:** Baltigard, Cocas, Mestre Yoda (chefe bullywug), Brok, Conan, Basilisco Progenitor, bullywugs, sacerdotisa rival, gladiadores, cultistas elementais                                                                                                                                                                                                                                                                                                                                                                                                       | **NPCs:** Baltigard, Cocas, Mestre Yoda (bullywug chief), Brok, Conan, Progenitor Basilisk, bullywugs, rival priestess, gladiators, elemental cultists                                                                                                                                                                                                                                                                                                                                                                                       |
| **Loot:** basilisk eye, three magic stones, elemental ritual scroll, gold, calling ring                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | **Loot:** basilisk eye, three magic stones, elemental ritual scroll, gold, calling ring                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| **Data:** 2025-02-13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | **Date:** 2025-02-13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| **Ficheiros de origem:** s06_grutas_pantano_bullywugs_basilisco_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | **Source files:** s06_grutas_pantano_bullywugs_basilisco_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |




















<!-- ==== s07_eribend_raptos_cultistas_odrak_bullet.md ==== -->

# Eribend: Raptos & Cultistas de Odrak  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Grupo descansa em tenda emprestada por Myria e Jeraldina; encontra Flynn, novo membro enviado pelo taberneiro.<br>- Chegada a Eribend; Dolrea Vas recebe-os e pede ajuda para distúrbios e rotas comerciais.<br>- Compras no mercado (meias para Grix e Triss).<br>- Dolrea revela desaparecimentos de comerciantes/famílias, quadro de raptos diários.<br>- Taverneiro relata vítimas desaparecendo em casa ou no caminho, sem sinais de magia óbvia.<br>- Seis encapuzados atacam o grupo na taberna; combate.<br>- Nos corpos, lista de sete nomes: Dolrea Vas é o próximo alvo.<br>- Conclusão: cultistas de Odrak responsáveis, cidade em risco iminente.<br> | - Group rests in a tent lent by Myria and Jeraldina; meets Flynn, a new member sent by the innkeeper.<br>- Arrival at Eribend; Dolrea Vas greets them and asks for help with disturbances and trade routes.<br>- Shopping at the market (socks for Grix and Triss).<br>- Dolrea reveals disappearances of merchants/families, board of daily kidnappings.<br>- Innkeeper reports victims disappearing at home or on the way, no sign of obvious magic.<br>- Six hooded figures attack the group in the tavern; fight ensues.<br>- On the bodies, a list of seven names: Dolrea Vas is the next target.<br>- Conclusion: Odrak cultists responsible, city in imminent danger.<br> |
| **NPCs:** Dolrea Vas, Flynn, Myria, Jeraldina, cultistas de Odrak, taverneiro Machado Quebrado, kobold cultist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | **NPCs:** Dolrea Vas, Flynn, Myria, Jeraldina, Odrak cultists, innkeeper Machado Quebrado, kobold cultist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Loot:** Lista de nomes (evidência), 7GP, empadas, meias, mapa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | **Loot:** List of names (evidence), 7GP, pies, socks, map                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Data:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | **Date:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| **Ficheiros de origem:** s07_eribend_raptos_cultistas_odrak_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Source files:** s07_eribend_raptos_cultistas_odrak_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |





















<!-- ==== s07_terceiro_templo_basilisco_pedras_luz_bullet.md ==== -->

# Terceiro Templo: Basilisco & Feixe de Luz  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                             | English                                                                                                                                                                                                                                                                                                                                                                                 |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Grupo chega ao terceiro templo, objetivo: derrotar o basilisco progenitor.<br>- Combate intenso contra o basilisco, vitória e recuperação da terceira pedra mágica.<br>- Colocam as três pedras numa caixa sobre o altar.<br>- Um feixe de luz poderoso ascende ao céu  ritual/profecia ativado.<br>- Sessão termina com suspense: consequências do feixe de luz desconhecidas.<br> | - Group arrives at the third temple, objective: defeat the progenitor basilisk.<br>- Intense fight with the basilisk, victory and recovery of the third magic stone.<br>- They place the three stones in a box on the altar.<br>- A powerful beam of light shoots into the sky  ritual/prophecy activated.<br>- Session ends with suspense: consequences of the light beam unknown.<br> |
| **NPCs:** Basilisco Progenitor, elemental guardião, cultistas                                                                                                                                                                                                                                                                                                                         | **NPCs:** Progenitor Basilisk, elemental guardian, cultists                                                                                                                                                                                                                                                                                                                             |
| **Loot:** Terceira pedra mágica, scroll de ritual, gema elemental, anel de chamada, ouro                                                                                                                                                                                                                                                                                              | **Loot:** Third magic stone, ritual scroll, elemental gem, calling ring, gold                                                                                                                                                                                                                                                                                                           |
| **Data:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                  | **Date:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                    |
| **Ficheiros de origem:** s07_terceiro_templo_basilisco_pedras_luz_pontos.md                                                                                                                                                                                                                                                                                                           | **Source files:** s07_terceiro_templo_basilisco_pedras_luz_pontos.md                                                                                                                                                                                                                                                                                                                    |





















<!-- ==== s08!!!!roubo_e_perseguicao_das_pedras_bullet.md ==== -->

# Roubo e Perseguição das Pedras: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                  |
| -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| Durante o descanso após o ritual, Thoren (mestre de Sage, Mal Elemental) ataca com lacaios.<br>- Thoren rouba a caixa com as três pedras mágicas.<br>- Quase conseguem derrotá-lo, mas ele escapa, recuperam apenas uma pedra.<br>- Descobrem missão de Thoren: dominar pântano, gruta, vingar-se de Baltigard.<br>- Perseguem os lacaios e recuperam as pedras restantes. |
| **NPCs:** Thoren, alienígenas, cultistas, agente infiltrado, criaturas illithid                                                                                                                                                                                                                                                                                            |
| **Loot:** Fragmentos das pedras, armas alienígenas, informação sobre rituais                                                                                                                                                                                                                                                                                               |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                                                       |
| **Ficheiros de origem:** s08_nave_illithid_e_entrega_de_thoren_pontos.md, s08_roubo_e_perseguicao_das_pedras_pontos.md                                                                                                                                                                                                                                                     |


















<!-- ==== s08_as_tres_pedras_e_o_ritual_bullet.md ==== -->

# As Três Pedras e o Ritual  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                     | English                                                                                                                                                                                                                                                                                                                |
| --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - PCs reúnem-se para decidir o destino das três pedras mágicas recuperadas.<br>- Debate sobre rituais: destruir, guardar ou usar as pedras.<br>- Realização de ritual no templo antigo: uso das três pedras.<br>- Efeito: feixe de luz ascende aos céus, magia poderosa liberada.<br>- Presságios de mudanças, gancho para futuros arcos.<br> | - PCs gather to decide the fate of the three recovered magic stones.<br>- Debate on rituals: destroy, keep, or use the stones.<br>- Ritual performed in ancient temple using the three stones.<br>- Effect: a beam of light rises to the sky, powerful magic released.<br>- Omens of change, hook for future arcs.<br> |
| **NPCs:** Baltigard, sacerdotisa rival, elemental guardião                                                                                                                                                                                                                                                                                    | **NPCs:** Baltigard, rival priestess, elemental guardian                                                                                                                                                                                                                                                               |
| **Loot:** Consequências mágicas, reconhecimento local                                                                                                                                                                                                                                                                                         | **Loot:** Magical consequences, local recognition                                                                                                                                                                                                                                                                      |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                                                          | **Date:** 2025-02-27                                                                                                                                                                                                                                                                                                   |
| **Ficheiros de origem:** s08_as_tres_pedras_e_o_ritual_pontos.md                                                                                                                                                                                                                                                                              | **Source files:** s08_as_tres_pedras_e_o_ritual_pontos.md                                                                                                                                                                                                                                                              |




















<!-- ==== s08_bullywugs_e_basilisco_bullet.md ==== -->

# Bullywugs e o Basilisco  Bullet Points

| Português                                                                                                                                                                                                                                                                                                   | English                                                                                                                                                                                                                                                                   |
| ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - PCs regressam à aldeia dos bullywugs, acolhidos por Mestre Yoda.<br>- Descrevem os perigos enfrentados, avisam sobre consequências do ritual.<br>- Bullywugs planeiam festa de agradecimento.<br>- Encontro com Cocas, amigo bullywug de Conan.<br>- A aldeia prepara-se para mudanças após o ritual.<br> | - PCs return to the bullywug village, welcomed by Mestre Yoda.<br>- Describe dangers faced, warn about ritual consequences.<br>- Bullywugs plan a thank-you celebration.<br>- Meet Cocas, Conans bullywug friend.<br>- Village prepares for changes after the ritual.<br> |
| **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, villagers bullywug                                                                                                                                                                                                                                      | **NPCs:** Mestre Yoda (bullywug), Cocas, Baltigard, bullywug villagers                                                                                                                                                                                                    |
| **Loot:** Gratidão dos bullywugs, possíveis recompensas tribais                                                                                                                                                                                                                                             | **Loot:** Gratitude of the bullywugs, possible tribal rewards                                                                                                                                                                                                             |
| **Data:** 2025-02-27                                                                                                                                                                                                                                                                                        | **Date:** 2025-02-27                                                                                                                                                                                                                                                      |
| **Ficheiros de origem:** s08_bullywugs_e_basilisco_pontos.md                                                                                                                                                                                                                                                | **Source files:** s08_bullywugs_e_basilisco_pontos.md                                                                                                                                                                                                                     |





















<!-- ==== s08_lago_umbra_cavaleiro_sombras_bullet.md ==== -->

# Lago Umbra & O Cavaleiro das Sombras  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                   | English                                                                                                                                                                                                                                                                                                                |
| --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - PCs viajam ao Lago Umbra, guiados por presságios do ritual.<br>- Encontram o Cavaleiro das Sombras em duelo místico.<br>- Enfrentam provas de coragem, sombras e ilusões.<br>- Revelação sobre a ligação entre as pedras e o ciclo sombrio do lago.<br>- Cavaleiro revela profecia incompleta; oferece missão futura.<br> | - PCs travel to Lago Umbra, guided by omens from the ritual.<br>- Encounter the Shadow Knight in a mystical duel.<br>- Face trials of courage, shadows, and illusions.<br>- Revelation about the link between the stones and the lakes shadow cycle.<br>- Knight reveals incomplete prophecy; offers future quest.<br> |
